comment,score,hospital,en
วันนี้แม่มีนัดหาหมอ 3 คน 3 แผนก อายุรกรรม สมอง และผิวหนัง เจาะเลือดที่อายุรกรรมเสร็จต้องรอผลเลือด 1ชม. ครึ่งมซึ่งก็เป็นปกติที่ต้องรอ เลยพาไปหาหมอที่แผนกผิวหนังระหว่างรอผลเลือด รอนานมากๆ ค่ะ แม่ดิฉันสภาพคนแก่ที่นอนติดเตียง ลองนึกสภาพว่าต้องนั่งรถเข็นนานๆ จนตัวเอียง มันจะเป็นยังไง วันนี้ไม่พอใจมากๆ ที่แม่ในสภาพแบบนี้ต้องรอหมอนานมากขนาดนั้น จึงข้องใจกับการบริหารจัดการของ รพ มาก ว่าไม่ได้ดูสภาพคนไข้เลยหรือว่าคนในรอได้ คนไหนอยู่ในสภาพที่รอไม่ได้ ถ้าพ่อแม่บุพการีพวกคุณต้องทนนั่งหลั...,3,Bangkok Hospitol,"Today I have an appointment to the doctor 3 3 Department of Medicine, brain, skin and blood medicine to wait for the completion of the blood one hour and a half, which is usually a wait. He was brought to the front waiting for blood, skin, waiting for my mother very much down to the couch next to the bed. Imagine a state that requires a wheelchair as long as it is not italicized. This is not very happy The mother in this condition, doctors had to wait a very long time. The complaint against the management of the hospital many patients do not see the conditions that people have to wait. People in a state that can not wait. If parents parent, you have to put a g ..."
บริการดีมากๆ ทั้งพยาบาลและแพทย์ค่ะ อบอุ่นใจทุกครั้งที่ใช้บริการ...,5,Bangkok Hospitol,"Service is very good, the nurses and doctors here. Heartwarming time use ..."
มีพยาบาล ช่วงวัดสายตา ไม่ได้จำชื่อ ผมสั้นๆ พูด จาไม่ดีแสดงกิริยาไม่ดี ไม่น่ามาทำงาน ร.พ เอกชนดังเลย เราไปตรวจโรคเมื่อวานไม่ได้ดูว่าชื่ออะไร อยู่ ชั้นสองเคาเตอร์กลางๆ,3,Bangkok Hospitol,"Nurses are not the eye, I remember a brief speech from the bad act is bad. Unlikely to work hard. The private sector has yet to examination yesterday did not see anything on the second floor counter neutral."
"ทำโรงพยาบาลดูดีจริงแต่ที่จอดรถแย่มากทั้งเก่าทั้งแคบ วันนี้จอดรถแบบซ้อนคัน พอขากลับเจอรถโดนจูบทั้งหน้าหลังเลย และที่สำคัญไม่มียามคอยดูแลบริเวณนั้นเลย คาดว่าคงมีคนเข็นแล้วมาชนติดๆกันขนาดนี้ ไม่เข้าใจเลย จ่ายค่ารักษาพยาบาลคืนละ40,000 แต่คุณภาพต่ำกว่าระดับรพ.รัฐอีก เวลาเรียกพยาบาลแต่ละคนก็ทำหน้าตาเหมือนไม่รับแขก เทียบกับที่อื่นไม่ได้เลย ไปรพ.มาหลายที่ ยินดีด้วยที่นี่แย่ที่สุดเลยค่ะ",1,Bangkok Hospitol,"Hospitals do look good but parking is very old and narrow. Today, stacked parking spaces. When you return the car hit the front after kissing it. And critical care area does not guard him. I expected someone to cart it into a row of this size do not understand medical bills 40,000 per night. But the quality is lower than the hospital's state. Each time the nurse did not feel like living. Compared to the other is not. To hospital on several Congratulations on your worst it."
นึกว่ามาโรงแรม 5ดาว.....555…,5,Bangkok Hospitol,That's Hotels 5 stars ..... 555 ...
แพทย์ พยาบาล และเจ้าที่ทุกฝ่ายบริการดีมากค่ะ,5,Bangkok Hospitol,Doctors and nurses at Thy service very good.
บริการดี รอไม่นาน คุณหมอให้คำแนะนำในการรักษาดี,4,Bangkok Hospitol,"Good service, wait for your doctor to recommend the best treatment."
โรงบาลชนิดธุรกิจ ยาก็ย้างนอกถูกกว่าเยอะ คนจนเข้าไม่ได้ แพงมาก คลีนิกข้างนอกโรคหวัด 3-6 ร้อยที่นี่เป็นพันๆ ต้องรักษาโรคประสาทต่อเพราะจน,2,Bangkok Hospitol,"Hospital-type business Drug was moved outside, but cheaper. Stir until not very expensive clinic outside colds 3-6 hundred thousand here. Because you need to treat neuralgia"
การบริการดีเยี่ยม ทั้งห้องพัก และคนไข้ รู้สึกปลอดภัยและไว้วางใจที่จะฝากคนสำคัญไว้ให้ดูแลค่ะ,5,Bangkok Hospitol,The service is excellent and the rooms and patients feel safe and trust is important to leave to take care of it.
โรงพยาบาลกว้างๆๆๆๆไม่มีแม้แต่เจ้าหน้าที่แนะนำว่าจะควรเดินไปทางไหน ห้องอะไรอยู่ตรงไหน พอลงทะเบียนเสร็จบอกให้เดินขึ้นไปสูติชั้น2ค่ะ ขึ้นไปมีแยกขวาแยกซ้าย ก็ไม่มี จนท มารับสีกคน ป้ายก็ไม่มีเขียนสูติ หลังจากเดินไปก็ถามแม่บ้านถูพื้น จนเจอแผนก ที่สำคัญที่สึดคือ ในห้องไม่ทีใครเลย เราเป็นคิวเดียวคนเดียว ไปถึง18.20กว่าๆ ได้พบหมอตอน 19.30 น.ค่ะ คิวไม่มี!! ขอเจาะเลือด ก็ยังไม่มีคนไข้มีเราคนเดียว รอเจาะเลือดอีก20นาที จนต้องเดินไปถามพยาบาลว่า รีบหน่อยได้มั๊ยคะจะต้องขับรถกลับ ตจว อีก5นาทีต่อมา ถึงเรียกเราเข้าไป นี่หรอค่ะ รพ.มีชื่อเสียง?? เอกชนราคาแพง?? นึกว่าโรงพยาบาลรัฐบาล ที่แรกตั้งใจว่าจะรักษาที่นี่ คิดไปคิดว่ารอขนาดนี้ตายแน่ ปกติไปพยาไท2 เปรียบเทียบกันแล้วพยาไทดีกว่าเยอะมากค่ะ,5,Bangkok Hospitol,"Hospital-wide, no other officials even suggested that he should go. What room where When registration is told to walk up to the 2nd floor of Obstetricians it. To turn right, turn left, it was not until the color of the label was written obstetricians. The maid was asked to mop the floor until the front is a major tsunami. In not one yet We are the only one queue 18.20 to 19.30 over the doctor now. I do not queue !! Let's blood was also patient with us alone. Blood wait another 20 minutes I have to ask the nurse. I do not know I have to drive back to the Provinces for another 5 minutes later. I have to call us into this hospital is famous ?? Private expensive ?? That Government Hospital The first was intended to maintain here. I think that this was not normal to compare the two drugs Ty Ty, then the drug is better than a lot of it."
หมอดีจริงๆ หมอใจดีมาก,5,Bangkok Hospitol,"The doctor was very kind, really good doctor"
บริการดี !!!! ถูกใจคะ ! พนักงาน ยิ้มแย้ม ชอบๆๆๆๆ,4,Bangkok Hospitol,"Good service !!!! Like it! Like other employees, smiling."
คุณหมอดีมาก ที่จอดรถยากหน่อยวนตั้งนานกว่าจะจอดได้,5,Bangkok Hospitol,You are very good at parking a little difficult to park as long as possible.
ขอเปลี่ยนร้านอาหารในโรงอาหารได้ไหมครับ ขาดซึ่งความอร่อยเลย ชื่อว่าร้านดัง แต่ไม่ใช่เลย ยกตัวอย่าง ข้างหน้าไก่ห้าแยก ไม่ใช่ ลองไปทานที่ห้าแยกดู คนละเรื่องกันเลย ร้านอื่นๆขอเหมือนๆกัน บางร้านเอาคนต่างด้าวมาทำ มันไม่ใช่นะครับ คนดูแลเรื่องนี้ น่าจะลงไปดูแลบ้าง เสียชื่อหมด,3,Bangkok Hospitol,"Changing food in the cafeteria at it. Lack of good taste The name of the store, but not before an intersection, not try to eat chicken five separate view. Constituents do Other shops like the same things. Aliens took some doing. It was not me People care about Likely to take care of some infamous exhaust."
"ต้องปรับปรุงเรื่องป้ายบอกทางให้ชัดเจน และแก้ไขพื้นที่รับส่งผู้มาใช้บริการเพิ่มเติม ,การทำความสะอาดห้องน้ำยังไม่ผ่าน",3,Bangkok Hospitol,"Improvements must be clearly signposted. And modify the space shuttle's service. , Cleaning the bathroom had not passed."
รักษาที่นี่มาหลายปี ปีนึงหลายหน การบริการดีมาก ต้อนรับตั้งแต่ก้าวขาลงหน้าโรงพยาบาล หมอตรวจเกือบทุกแผนกตรวจดีมากนะ ให้คำอธิบายดีตรวจละเอียด ไม่ใช่หมอมองหน้าแล้วถามอาการแล้วจ่ายยา สถานที่สะอาด ต้องปรับปรุงในส่วนการเงินคือคิวรันมั่วมาก รอไปรอมาจนบางทีงงเมื่อไหร่จะถึง โดยรวมถือว่าโอเครการบริการประทับใจ เครื่องมืออุปกรณ์ทันสมัย,5,Bangkok Hospitol,"Treatment here for many, many years but the service is very good. Welcome stepped down from the front of the hospital. Doctor almost every department very well. Make a good description of I am not asking the symptoms and then dispense clean place to improve the financial queue is run very promiscuous. Wait, wait, maybe until I come when I will arrive. Overall the service is okay impressed. Modern equipment"
บริการดีมากสะดวกสะบายพยาบาลน่ารักทุกคน,4,Bangkok Hospitol,Service very convenient cute nurse everyone.
รักษา กับ โรงพยาบาลกรุงเทพ 20 กว่าปี มาแล้วทั้ครอบครัว ขอขอบคุณ ในการดูแล สุขภาพที่ดีเยี่ยม มาตลอดครับ ด้วยความเคารพอย่างสูงยิ่ง,5,Bangkok Hospitol,"Keeping up with the hospital 20 years ago, they're family, thank you for the excellent care I have always been a highly respected more."
บริการดีค่ะ. เจ้าหน้าที่สุภาพ. น่ารัก. สถานที่สะอาด,1,Bangkok Hospitol,Service good. Staff polite. Lovely. Clean place
บริการดีมากคับ ลูกค้าประกันชีวิต ก็ใช้บริการที่นี่,5,Bangkok Hospitol,Very good service Customer Assurance It's available here
ดีครับผมพาน้องมารักษาที่นี่หมอที่นี่ดีมากๆครับ,4,Bangkok Hospitol,"Well, I took my doctor's treatment here is very good."
ที่นี่เหมือนเลือกปฏิบัติมาก บริการคนต่างชาติดีนะ แต่สำหรับคนไทย นี่แบบไปตรวจสุขภาพทำวีซ่า ให้เรารอ ชม. ครึ่ง ถามย้ำหลายรอบว่ายังไม่ได้ปัจสาวะหรอคะ แต่ไม่ยอมไปดูที่ตระกร้าเลย ว่ามีนานแล้ว สรุปให้รอ ชม กว่า เพื่ออะไร งง.. บริการก็ไม่ดี เจ้าหน้าที่ พยาบาล และหมอ นี่เดินคุยกันเรื่องไร้สาระมาก ไม่ได้เกี่ยวกับงานแล้วให้ คนมาใช้บริการรอ รออะไรก็ไม่แจ้ง ทั้งๆที่ตรวจหมดทุกอย่างแล้ว ควรปรับปรุงนะคะ องค์กรจะได้น่าอยู่มากขึ้น...,2,Bangkok Hospitol,"Here too much discrimination Gentile good service But for Thailand Here's a health visa to let us wait hour half asked several factors that are not really my urine. But refused to look at the basket that have been concluded to wait than to do nothing .. too bad service staff, nurses and doctors here to talk a lot of nonsense. Not about the assignment. People come to you What I did not tell In spite of everything, and then check out. Poor me The organization will be more livable ..."
สะอาดสะอ้าน เจ้าหน้าที่เอาใจใสเป็นกันเองดีมากๆ,5,Bangkok Hospitol,"Clean, friendly staff, very caring."
ทุกครั้งที่เจ็บป่วยก็จะไปที่นี่ค่ะ ทั้งแพทย์และพยาบาลมีความชำนาญ สถานที่และเครื่องมือแพทย์ก็ใหม่และสะอาดเสมอ เจ้าหน้าที่บริการดี และราคาก็ไม่แพงเกินไป,5,Bangkok Hospitol,"Every time I get sick, go here. The doctors and nurses with expertise. Locations and medical facilities were new and clean. Staff good And the price is not too expensive"
เข้าใจความต้องการของคนไข้ดีมาก คุณแม่รักษามะเร็งตับในวัย82ปีที่นี่ไม่ทรมาน และหายแล้วปัจจุบันแข็งแรงดีเหมือนตอนไม่ป่วยคะ,4,Bangkok Hospitol,"Understanding the needs of the patients very well. You treat liver cancer at the age of 82 years is not torture. And healed the sick, not the healthy as well."
เข้ารักษาตัวที่โรงพยาบาลด้วยอาการปวดหัวและอาเจียนวันที่9/9/59 พักห้อง1108 หมอดูแลดีมาก พยาบาลดูแลดีมากคะ เสียอย่างเดียววันสุดท้าย สั่งอาหารเที่ยงทานก่อนออกจากโรงพยาบาล สรุปซุปเห็ดบูดเสียชิมไปคำแรกมีรสชาติเปรี่ยวอย่างชัดเจน เลยโทรบอกพยาบาลประจำชั้นและพยาบาลแจ้งแผนกอาหารนำมาเปลี่ยนใหม่ให้แต่ ดิฉันคิดว่า อาหารของคนไข้ควรมีมาตฐานที่ดีกว่านี้ แล้วถ้าดิฉันไม่เคยซุปเห็ดมาก่อนแล้วคิดว่ารสชาติต้องเป็นแบบนี้แล้วท้องเสีย ทางโรงพยาบาลจะรับผิดชอบอย่างไร? เพราะโรงพยาบาลกรุงเทพ คือโรงพยาบาลเอกชนที่มีค่ารักษาค่อนข้างสูงมาก!!!!! ควรจะปรับปรุงคะในจุดนี้ แต่ในเรื่องของการบริการดีมากทุกอย่างยกเว้นวันสุดท้ายก่อนออกแค่เรื่องอาหารเรื่องเดียวคะ,4,Bangkok Hospitol,"Admitted to hospital with headaches and vomiting Date 09.09.59 1108 room doctors take very good care, nursing care, very good. The only deadline Now eat lunch before leaving the hospital. The mushroom soup taster to spoil the taste of the first series that clearly. Tell nurses and nursing department class food be replaced, but I think that a patient should have a better standard. If I had not previously thought mushroom soup flavors have to be this and diarrhea. The hospital is responsible for what? The Hospital Is a private hospital that has a very high cure !!!!! At this point it should be updated. But the service is great, everything except the last day prior to just a single story here."
ใช้บริการและฝากสุขภาพไว้กับรพกรุงเทพตลอด คุณพ่อเป็นเส้นเลือดหัวใจโป่งพองเปลี่ยนเส้นเลือดสำเร็จมา5-6ปีแล้ว ตัวเองเป็นภูมิแพ้และไซนัส ทีมแพทย์มีความชำนาญ อุปกรณ์การแพทย์เพรียบพร้อมและทันสมัย พยาบาลดูแลผู้ป่วยดีมาก ไม่ผิดหวังที่ไว้วางใจโรงพยาบาลกรุงเทพให้ดูแลสุขภาพครอบครัวมาตลอดค่ะ,5,Bangkok Hospitol,Health services and deposit them with a Bangkok hospital. Father artery aneurysms are vascular change was coming 5-6 years. Allergy and sinus itself A team of doctors with expertise Equipped and modern medical equipment. Excellent Nursing Care Do not disappoint the trust hospital provides health care to families throughout it.
คุณแม่ไปครอบฟันเกือบตายค่ะ หมอไม่ดูประวัติคนไข้เลยว่ามีปัญหาเกี่ยวกับหัวใจ หลังจากทำฟันเสร็จคุณแม่ลุกไม่ขึ้นพยาบาลบอกว่านอนนานก็แบบนี้ สักพักคุณแม่ลุกจากเตียงแล้วเดินไปเข้าห้องน้ำเกิดอาการทางหัวใจเต้นช้า หมอที่ทำฟันไม่สนใจเลย พยาบาลส่งเข้าห้องฉุกเฉินระหว่างนั้นดิฉันไม่ได้อยู่โรงบาลด้วย ติดธุระที่บ้าน คุณพ่อไปด้วยกับคุณแม่ แล้วไม่ได้เอาบัตรเครดิตไป คือไปชำระเงินสดทำฟันแล้วสองหมื่นกว่าบาท อาการคุณแม่ไม่ดีเลยทางห้องฉุกเฉินแนะนำให้เอดมิด แต่พยาบาลแจ้งว่าต้องจ่ายเงินค่าห้องก่อนเข้...,1,Bangkok Hospitol,"You crowns to almost dead. I do not see that the patient has heart problems. After completing dental, nursing mothers can not wake up that sleeping longer now. While you get out of bed and walk to the bathroom symptoms of bradycardia. I do not care to dentistry Hospitals send emergency room during that time I was not in the hospital. Busy at home Father of the mother. I do not take credit cards. Cash is paid to dentists, two thousand baht. You may not like the emergency room to Edmonton Middlesbrough. But the nurses say they pay a fee before access ..."
การดูแลผู้ป่วยดีมาก ใส่ใจ เอาใจใส่ ไปคนเดียวก็ไม่กลัว ค่ารักษาพยาบาลแพงแต่ดีจริง ขอบคุณนะคะที่ดูแลกัน,5,Bangkok Hospitol,Patient care very attentive care alone was not afraid. The treatment is expensive but good. Thank you to take care of each other
บริการที่ห้องฉุกเฉิน รวดเร็ว เครื่องมือพร้อม ทราบผลเร็ว (ในด้านการพักฟื้นรักษาตัวของผู้ป้วยที่ห้องพัก รู้สึกว่าคุณภาพการให้บริการลดลง),4,Bangkok Hospitol,Emergency room services tools with quick results quickly (in the rehabilitation treatment of patients with the room. Feel the quality of service drops).
บริการดีมากๆค่ะ,5,Bangkok Hospitol,Very good service
ประทับทุกคนเลยคะ พยาบาลก็ยิ้มแย้ม คุณหมอก็ไม่ใช่แค่ตรวจๆๆ แต่ยังให้คำแนะนำเพิ่มเติ่มที่มีประโยชน์ดีอีกด้วย,5,Bangkok Hospitol,"Everyone sat it in Nursing is smiling The doctor did not detect it. It is also advised to add to the benefits, too."
หมอเก่งมากครับชัวิตผมดีขึ้นก็ได้คุณที่นีรักษา,3,Bangkok Hospitol,It is very Ochoa makes me better at keeping you here.
คลอดลูกไปเมื่อ14เมษายนที่ผ่านมา ต้องขอบคุณคุณหมอมากๆสำหรับการดูแลกันมาช่วงฝากครรภ์และทำให้การผ่าคลอดผ่านไปได้ด้วยดีและแผลเรียบร้อยมากๆค่ะ (อ.ตวงสิทธิ์) และประทับใจพยาบาลวอร์ดเนิร์สเซอรี่มากๆค่ะ ที่ดูแลเราแม่ลูกเป็นอย่างดี ใช้บริการที่นี่มานาน แผนกนี้น่ารักสุดๆ,5,Bangkok Hospitol,Foaled on April 14 last. Thanks very much for your doctor's care during pregnancy and birth through surgery went well and the wound has been very good. (Ex. Measuring the right) and the impressive Hospital ward nursery's very good. We take care of the baby as well. Service here long This department is cute
บริการดีมากๆ หมอ พยาบาล การจ่ายยา ราคาก็อืม... แพงตามความดีนะแหละ คริๆ,4,Bangkok Hospitol,"Service is very good doctors, nurses dispensing rate it hmmm ... not as good climbers like Chris."
คุณหมอพูดเพราะบริการดีมากครับ พึ่งไปตรวจสุขภาพมา,2,Bangkok Hospitol,"The doctor said, because the service is very good. Came to health"
คุณหมอเก่ง บริการดีมาก,5,Bangkok Hospitol,You do very good service
ดูแลดีคุณหมอให้คำแนะนำดูแลสุขภาพให้แข็งแรง,5,Bangkok Hospitol,Great care doctor advises health care.
ไปมามะวานแก้มลูกช้ำ ไปบ่ายโมงครึ่ง เรียกตรวจ2โมงครึ่ง เจอหมอหมอบอกไปเอ็กซ์สเรย์ เอ็กซ์สเรย์15นาที มารอหมออีก 2ชั่วโมงครึ่ง เข้าไปหาหมอ หมอบอกเอาน้ำร้อนประคบก็พอ ถามหมอมียาทาไหม หมอบอกไม่ต้อง น้ำร้อนอย่างเดียวพอ โดนค่าหมอไปอีก พันสาม นี่มันอะไรกันสุดยอดเลย ยาก็ไม่มี โดนค่าหมออีก จะประทับใจดีไหมเนี่ย,2,Bangkok Hospitol,"Ma Wan to the cheek bruised. Half the afternoon Check the 2nd half Doctor told me to X-Ray. X-Ray for 15 minutes waiting for the doctor the next 2 and a half hours into the doctor, the doctor said the hot water hot enough. Asked the doctor with drug Doctors say no Only enough hot water Caught up to three thousand What is the best medicine I was not impressed by the good doctor would do."
บริการรวดเร็วฉับไว รู้สึกว่าตัวเองเป็นลูกค้าวีไอพี พยาบาลคอยช่วยเหลือทุกอย่างไม่ต้องทำอะไรเองเลย,5,Bangkok Hospitol,Service fast Feel yourself as a VIP customer. Nursing everything having to do anything to help myself.
โดยรวมแล้วบริการค่อนข้างดี แต่มีบางแผนกที่เจ้าหน้าที่ให้ข้อมูลไม่ถูกต้อง รวมทั้งผิดพลาดหลายครั้งเกี่ยวกับเรื่องเจาะเลือด ทำให้เสียเวลาเป็นอย่างมาก,3,Bangkok Hospitol,"Overall, the service is quite good But some department officials gave inaccurate information. Including several mistakes about blood. Making waste a lot of time"
พอดีพาลูกไปตรวจแต่ที่โรงพยาบาลเเล้วพยาบาลก็เช๊คร่างกายเบื้องต้น วัดไข้ได้ 39 พยาบาลให้รอเเล้วก็ไม่ทำอะไรเลยค่ะ รอนานเป็นชม จนเด็กซึม จนต้องย้ายโรงพยาบาล ทั้งๆที่คนรับบริการก็ไม่เยอะมผิดหวังมากค่ะ เพราะปกติเด็กไข้ขนาดนี้คุณควรเช็ดตัวเเล้วให้ยาลดไข้ก่อน ผิดหวังกับบริการมากๆ,1,Bangkok Hospitol,"I take the children to check, but I'm a nurse at the hospital, make the body temperature of 39 primary care wait I'm not doing it for a long time watching the children after they have moved to the hospital. But the service was not so much a disappointment. It's usually a fever, you should know that I'm giving aspirin before. Very disappointed with the service"
เจอหมอพูดจาแย่มาก ไม่รู้​อารมณ์​เสียมาจากใหน หงุดหงิด​ชมัด,1,Bangkok Hospitol,I speak very bad doctor I am upset by that. The edgy tie
คุณหมอใจดีพูดดีมากๆชอบค่ะๆส่วนค่ารักษาก็แพงไปนะคะเพราะต้องมาพบหมอตามนัดทุกเดือนๆค่ะ,4,Bangkok Hospitol,You speak very good like that part of the treatment is expensive because it requires a doctor appointments every month to me.
คุณหมอเก่งมาก (หมอเด็กคุณหมอพรเทพ) รักษากับคุณหมอประจำ คุณหมอพูดเพราะ พยาบาลก็น่ารักทุกคนคะ แต่ข้อเสียอย่างนึงเวลาเด็กเป็นไข้ไป พยาบาลให้รอ ไม่เช็ดตัว ไม่กินยาเลย คือต้องรอเบิกยาเองถึงจะได้กินยาลดไข้ โดยรวมดีคะ แต่รสชาติอาหารผู้ป่วยในเปลี่ยนไปจากเดิม เมื่อก่อนอร่อยกว่านี้,4,Bangkok Hospitol,"You are very good (Children's doctor doctor's blessing) treatment with your doctor. Doctors say because Nurse I love it all. But certainly one thing at a feverish child to the hospital to wait for a wipe is not taking any medication to be drawn up to take medicine to reduce fever and overall good taste, but the patient has changed. As before, this is delicious"
คุณหมอดอนพิชิตเก่ง ใจดี เอาใจใส่คนไข้ดีมากๆค่ะ,5,Bangkok Hospitol,"Dr. Don conquer clever, kind caring, patient, very good."
หาหมอจงรัก หมออายุรกรรม เมื่อวันที่15มค หมอตรวจเร็วมาก คนไข้ไม่มี แต่รอหมอนานมาก และหมอตรวจไม่ถึง 1 นาที ทานยามา 3 วันแล้ว ไม่ดีขึ้นเลยค่ะ,4,Bangkok Hospitol,"Doctor Love Doctor of Medicine on Jan. 15. Doctor very patient waiting for a doctor, but not for very long. Doctor and less than 1 minute to 3 days, the drug does not improve it."
เคยมาสองครั้งแล้ว ประทับใจทุกครั้งเลยค่า ชอบตรงที่พนักงานยิ้มตลอดเวลา พูดเพราะตลอดเวลา กิริยาสุภาพตลอดเวลาเช่นกัน. ชอบๆๆ,5,Bangkok Hospitol,Been twice Every time I touched the Like the staff to smile all the time. Say all the time Courteous manner at all times as well. Like other
ได้พาคุณแม่ไปตรวจตาที่โรงพยาบาลกรุงเทพมาคะ การบริการดี คุณหมออธิบายถึงสาเหตุการเกิดให้เราได้เข้าใจได้ดีคะ ถามทางกับพยาบาลตอนแรกก็คิดว่าเขาจะอธิบายเสร็จเราเข้าใจก็จบ เห็นเขาลงลิฟต์มาด้วยไม่คิดว่าจะเดินลงมาส่งถึงที่ เพราะกลัวเรากับแม่ไปไม่ถูก นี่แหละคะ เป็นการบริการที่ประทับใจมากอย่างหนึ่งเลยคะ,4,Bangkok Hospitol,"Take your mom to have an eye examination at the hospital to be a good doctor explains causes us to understand it better. Asked the nurse I think he'll understand it's finished. He came up with an idea that will not go down delivery. Our mother was afraid, because I do not want that one very impressive to me."
ยายเราเข้าทำการผ่าตัดเปลี่ยนลิ้นหัวใจ กับทำบายพาส เราเชื่อใจในความสามารถของรพ.มาก ผ่าตัด 13 ชม หลังจากยายออกจากห้องผ่าตัดเสด วันรุ่งขึ้น สามารถพูดคุยได้ ถอดเครื่องช่วยหายใจได้ หลังจากนั้นก็ไม่ตื่น ฟื้นขึ้นมาอีกเลย ซึ่งหมอไม่สามารถตอบได้ว่าเกิดจากอะไร นอกจากจะบอกว่าน่าจะติดเชื้อ แต่หมอทางด้านติดเชื้อได้ให้ยาคลอบคลุมเชื้อทุกอย่างไว้อยู่แล้ว เราก็ทำได้แต่รอ ส่งเพาะเชื้อกี่รอบก็หาไม่เจอ หมอก็ไม่ค่อยอยากจะคุยกะญาติคนไข้ ตามตัวยากมาก ไปๆมาๆยายมีภาวะช็อคเงียบ บวกกับเป็นโรคไตอยู่แล้ว...,1,Bangkok Hospitol,"Grandma, we make a heart valve replacement surgery to bypass our confidence in the ability of the hospital 13 hours after surgery, very moved out of the operating room Morissette next day to discuss it. Removing the respirator Then do not wake Revived again Which I can not answer what caused it. It is said to be infected. But a doctor at the infectious disease medicines, covering everything already. We can but wait Send insemination few laps I could not find it. I did not want to talk to their patients at a very difficult fro grandmother is silent shock. Combined with kidney disease already ..."
ปกติก็ประทับใจมาตลอดนะคะ แต่วันนี้ไม่พอใจมากๆค่ะ มาถึงตั้งแต่ 9.30 รอตรวจเลือดก็รอก็เห็นคนมาทีหลังได้ตรวจก่อนไปถามสรุปว่าพยาบาลเอาไว้ทิ้งที่เคาเตอร์ลืทเอามาให้ห้องเจาะเลือดกว่าจะได้เจาะ 10.30 บอกว่ารอผลประมาณ 1 - 1.30 ช.ม. เที่ยงก็ไปถามบอกเพิ่งได้รัยเลือดยังไม่ได้ตรวจต้องรอผลอีก คือแบบเอาลูกไปด้วยเด็กก็เริ่มจะออแอ เพราะปล่อย้ดินเด็กก็ซนไปตามเด็กต้องเาไว้รถเข็นเค้าก็งอแง ถามว่าถ้าคุณไม่ลืมเอาใบส่งดิฉันไปให้ห้องตรวจเลือดดิฉันต้องมารอนานขนาดนี้ไหมคะ?? คุณพยาบาลแผนกทางเดินอาหาร,2,Bangkok Hospitol,"Normally, it always impresses me. But this is not very pleasant for me to arrive from 9.30am waiting for blood tests, waiting to see who came later were examined before and asked that the nurse I left the counter wave Out for a blood sample to be drilled 10:30 says. wait for approximately 1 to 1.30 hours of noon was asked to tell just consigned the blood does not have to wait for another check. It is a ball with the kids started on the app. The drop earth child was naughty children have to Ea a wheelchair, tempered. Do not forget that if you asked me to take a blood test to make room for me to wait this long I do ?? Your digestive health department"
รอดชีวิตมาได้ก้อจากที่นี่แหละ คุณหมอเก่งมาก.,5,Bangkok Hospitol,He is survived by the way. You are very good.
การบริการของนางพยาบาลดีมาก ทุกๆ 30 นาที ถามคนไข้ตลอด,4,Bangkok Hospitol,The services of a nurse asked the patient every 30 minutes as well.
บริการดี ค่ารักษาค่อนข้างสูง,4,Bangkok Hospitol,Service fees are quite high
รบกวนสร้างห้องน้ำส่วนตัวของพยาบาลด้วยนะคะรู้สึกไม่สะอาดนิดหน่อยพยาบาลก็เหมื่อนแขยงแล้วทำหน้าเหมื่อนรับไม่ได้ถ้าห้องน้ำญาติหรือห้องน้ำผู้ป่วยทำให้พยาบาลบางท่านเป็นได้ขนาดนี้รบกวนทางโรงพยาบาลสร้างเถอะคะ,1,Bangkok Hospitol,"Create a private nursing interference of too few nurses felt clean freshwater is already before these hands do not get before these hands if the toilet or bathroom relatives of patients, nurses make some noise this is not the way to build a hospital. Showroom"
"โรงพยาบาลกรุงเทพ สาขาที่กรุงเทพ, ดีนะ โอเคทุกอย่าง... แต่สาขาที่เชียงใหม่ควรปรับปรุงเรื่องที่จอดรถ",3,Bangkok Hospitol,"Bangkok Hospital Bangkok branch, well, okay, everything ... But in Chiang Mai should be improved parking."
นิอร เป็นคนใข้ ของคุณหมอสมชัย นันทวิทยา(สูตินรีเวช)คุณหมอ ตัวใหญ่ พูดน้อย แต่ใส่ใจในการรักษามากๆๆๆ เยี่ยมมาก!!!! คะ รักคุณหมอ นะคะ,4,Bangkok Hospitol,New board was aided by Dr. Somchai. Department of Health (Obstetrics & Gynecology) Doctors say the least but the most attentive in maintaining very good. Great !!!! I love my doctor
ชอบบริการดีเร็วหมออธิบายละเอียดเข้าใจง่าย,4,Bangkok Hospitol,"Like good doctors described as fast, easy to understand."
สะดวกรวดเร็ว คุณหมอที่รักษาด้วยดีทุกท่านค่ะ ถามไถ่อาการอย่างดี เช็คดูแผลให้อย่างละเอียดค่ะ ล้างแผลทำแผลให้เองค่ะ สุภาพมากๆค่ะ ใจดี รุ้สึกอุ่นใจค่ะ พยาบาลบริการดีเช่นกันค่ะ,5,Bangkok Hospitol,"Quick and easy to maintain with your doctor all. I ask nicely Check to see that the wound thoroughly. Wash the wound dressing to me was very polite, hospitable feel at ease here. Nursing services as well"
